gene_name,Inter_16,Inter_17,Inter_18,Mature_25,Mature_26,Early_01,Early_02,Early_03,Early_04,Early_0A
Cc000001,1,0,0,0,0,2,8,0,1,2
Cc000002,22,19,20,47,11,40,43,40,62,37
Cc000003,0,0,0,0,0,2,0,0,1,0
Cc000004,0,0,0,0,0,0,0,0,1,0
Cc000005,0,0,0,0,0,0,0,0,0,0
Cc000006,84,102,122,134,24,1,109,289,50,98
Cc000007,12,23,16,29,18,20,29,22,24,48
Cc000008,0,0,0,0,0,0,0,0,0,0
Cc000009,79,111,66,173,264,125,160,99,97,195
Cc000010,19,47,30,35,7,17,35,52,38,47
Cc000011,0,0,0,0,0,0,0,0,0,0
Cc000012,2,3,1,11,1,28,9,7,2,28
Cc000013,15,18,13,50,15,1,35,42,29,63
Cc000014,13,8,15,10,4,2,46,29,24,28
Cc000015,0,0,0,1,0,1,1,2,2,7
Cc000016,0,0,0,0,0,0,0,0,0,0
Cc000017,6,7,11,11,2,3,4,16,33,22
Cc000018,1,1,1,3,9,1,3,5,0,4
Cc000019,19,24,22,52,39,17,30,60,33,53
Cc000020,26,26,29,45,21,40,63,80,75,70
Cc000021,5,5,8,33,9,5,40,20,11,24
Cc000022,1,2,0,2,1,0,0,0,3,0
Cc000023,0,0,0,0,0,0,0,0,0,1
Cc000024,12,8,33,32,7,33,59,98,50,66
Cc000025,10,14,12,19,10,30,16,16,8,19
Cc000026,97,118,123,205,75,712,430,166,269,218
Cc000027,3,0,4,7,0,3,3,3,1,1
Cc000028,0,0,0,0,0,0,0,0,0,0
Cc000029,0,0,0,0,0,0,0,2,0,0
Cc000030,0,1,3,3,2,5,1,7,5,2
Cc000031,1,0,1,3,1,3,0,3,1,2
Cc000032,9,3,9,29,12,9,2,13,16,25
Cc000033,94,115,109,371,172,140,369,231,206,285
Cc000034,82,107,145,167,167,168,516,406,338,320
Cc000035,70,46,57,59,28,167,247,191,133,94
Cc000036,42,29,21,38,51,9,31,27,46,55
Cc000037,11,9,9,4,0,138,32,20,22,22
Cc000038,31,33,24,27,48,8,78,43,42,42
Cc000039,10,4,8,6,8,121,2,16,9,11
Cc000040,6,8,5,1,2,0,0,1,0,2
Cc000041,1,1,1,0,0,0,2,0,4,0
Cc000042,13,16,7,25,16,12,3,13,7,23
Cc000043,26,31,18,22,9,32,6,15,29,23
Cc000044,27,33,32,77,39,123,90,49,62,82
Cc000045,1,0,0,4,0,0,1,1,0,0
Cc000046,23,20,19,14,10,24,32,36,25,48
Cc000047,0,0,0,0,0,0,0,0,0,0
Cc000048,15,15,19,31,7,2,20,11,28,39
Cc000049,0,0,0,0,0,3,0,0,0,2
Cc000050,33,45,53,86,7,0,127,63,77,128
Cc000051,3,7,1,4,0,1,1,16,2,5
Cc000052,12,7,3,1,3,7,5,21,11,28
Cc000053,0,2,1,3,0,1,0,2,0,1
Cc000054,0,0,0,0,0,1,5,0,0,1
Cc000055,18,21,17,45,17,26,23,19,22,39
Cc000056,28,33,36,50,7,45,45,78,13,75
Cc000057,5,1,17,5,0,209,55,248,9,48
Cc000058,4,1,10,7,2,13,10,11,6,17
Cc000059,0,8,0,11,0,2,9,1,25,10
Cc000060,18,16,11,38,20,25,47,29,17,45
Cc000061,5,2,5,18,5,5,4,9,2,24
Cc000062,1,5,3,7,4,0,1,3,8,9
Cc000063,0,0,0,0,0,0,0,0,0,0
Cc000064,18,19,1,3,4,13,26,31,5,8
Cc000065,2,5,4,6,7,3,0,7,6,7
Cc000066,6,12,7,20,13,11,50,19,16,11
Cc000067,0,0,1,1,1,0,0,0,0,0
Cc000068,40,34,43,145,88,68,128,115,56,159
Cc000069,15,20,16,44,11,36,44,23,31,37
Cc000070,3,2,3,3,0,1,2,5,1,3
Cc000071,0,0,0,0,2,3,2,0,0,3
Cc000072,12,25,32,114,66,52,77,73,55,157
Cc000073,18,18,13,44,13,36,30,19,23,54
Cc000074,2,1,0,0,1,0,0,5,0,1
Cc000075,27,33,19,110,58,39,68,64,58,105
Cc000076,2,4,1,2,0,1,6,2,1,1
Cc000077,14,7,18,28,10,33,11,80,22,58
Cc000078,0,0,1,6,19,1,2,4,0,11
Cc000079,0,0,0,1,0,5,0,0,1,2
Cc000080,2,1,4,3,1,5,1,14,3,17
Cc000081,9,15,15,20,6,23,22,38,22,15
Cc000082,6,11,4,21,22,13,2,13,12,24
Cc000083,0,0,0,0,0,0,0,0,0,0
Cc000084,25,43,21,81,164,27,49,30,33,102
Cc000085,29,22,19,39,22,18,51,83,45,57
Cc000086,2,1,2,0,2,4,6,13,0,2
Cc000087,7,6,4,15,14,2,0,0,1,7
Cc000088,9,6,2,7,2,6,0,7,24,2
Cc000089,6,4,5,22,16,7,7,9,13,12
Cc000090,2,1,0,5,0,2,4,5,10,9
Cc000091,12,16,12,64,2,18,44,14,16,81
Cc000092,33,28,38,136,1,135,81,7,91,133
Cc000093,0,0,0,3,6,0,0,0,3,1
Cc000094,1,0,0,6,0,0,0,0,0,1
Cc000095,2,8,4,8,10,0,2,2,0,9
Cc000096,10,13,10,19,9,13,23,17,15,20
Cc000097,51,30,73,61,56,98,115,192,140,129
Cc000098,1,6,6,14,4,6,4,11,12,24
Cc000099,2,1,2,3,0,1,1,4,2,5
Cc000100,16,16,21,58,19,33,27,64,30,52
Cc000101,6,7,4,9,6,4,12,11,29,19
Cc000102,3,3,0,8,2,1,0,0,5,6
Cc000103,64,71,47,105,34,276,121,95,70,163
Cc000104,0,0,0,0,0,0,0,1,0,0
Cc000105,2,5,2,5,2,5,11,7,5,12
Cc000106,5,8,5,7,4,8,12,7,5,9
Cc000107,78,52,50,133,26,70,114,59,104,93
Cc000108,2,1,4,3,1,4,6,0,1,3
Cc000109,0,0,0,0,0,0,0,0,0,0
Cc000110,2,2,0,5,22,193,3,4,15,9
Cc000111,30,44,31,50,45,20,43,95,37,80
Cc000112,53,76,51,105,11,55,57,70,78,87
Cc000113,283,262,278,351,286,275,1048,999,606,546
Cc000114,16,36,13,21,11,0,24,31,50,64
Cc000115,0,1,0,1,0,0,0,0,0,3
Cc000116,6,8,11,74,15,16,90,32,37,83
Cc000117,36,13,23,64,15,14,76,22,36,79
Cc000118,0,0,0,2,0,0,1,0,0,0
Cc000119,20,9,13,103,28,18,45,22,22,128
Cc000120,3,2,3,1,2,2,2,2,1,14
Cc000121,5,5,6,11,11,7,6,3,9,17
Cc000122,8,6,2,11,0,2,6,20,8,12
Cc000123,2,8,6,7,0,17,7,8,25,12
Cc000124,1,0,0,0,0,0,0,0,0,1
Cc000125,0,0,0,1,0,0,0,0,0,0
Cc000126,2,7,7,8,9,9,1,6,10,13
Cc000127,31,50,27,87,21,59,105,57,46,55
Cc000128,0,2,0,0,0,0,0,0,0,2
Cc000129,2,1,4,8,0,15,2,5,7,20
Cc000130,6,8,2,12,33,6,8,22,26,27
Cc000131,4,0,2,14,3,4,5,3,1,8
Cc000132,2,0,0,0,13,17,0,7,1,10
Cc000133,3,5,3,1,1,17,3,5,4,4
Cc000134,2,9,1,22,15,9,3,7,5,15
Cc000135,10,9,19,19,4,29,23,25,26,37
Cc000136,4,9,3,18,6,10,2,23,6,24
Cc000137,0,5,1,0,0,0,0,0,0,0
Cc000138,0,2,0,0,0,0,0,0,0,0
Cc000139,2,1,1,2,0,0,3,1,6,1
Cc000140,0,0,0,0,0,0,0,0,0,0
Cc000141,1,0,2,2,0,2,1,1,0,12
Cc000142,1,5,3,11,8,1,2,7,9,7
Cc000143,8,3,1,5,2,8,1,2,6,23
Cc000144,3,4,0,25,5,1,3,5,9,22
Cc000145,1,0,0,0,0,0,2,0,1,1
Cc000146,72,77,51,295,173,174,207,96,88,264
Cc000147,1,0,1,6,1,18,0,12,4,9
Cc000148,0,0,0,0,0,0,0,0,0,0
Cc000149,28,39,32,80,34,67,92,72,72,72
Cc000150,3,3,2,5,8,27,0,4,1,5
Cc000151,27,34,31,105,31,61,88,49,59,83
Cc000152,21,23,34,31,3,16,7,99,48,57
Cc000153,11,15,13,40,29,21,37,41,25,45
Cc000154,11,7,8,3,2,13,5,23,21,18
Cc000155,0,0,3,3,1,1,2,11,1,9
Cc000156,20,10,16,40,12,7,24,31,43,42
Cc000157,31,32,20,15,14,21,5,45,19,53
Cc000158,24,20,22,42,15,37,53,55,31,68
Cc000159,0,0,0,0,0,3,0,0,0,0
Cc000160,11,18,13,19,14,26,12,49,10,23
Cc000161,0,7,0,22,8,5,7,7,10,17
Cc000162,49,55,55,69,21,83,121,117,83,119
Cc000163,80,43,84,132,23,555,440,1047,401,753
Cc000164,337,381,381,312,121,577,586,901,449,795
Cc000165,4,10,11,25,3,11,14,17,4,15
Cc000166,13,8,12,9,12,8,54,23,14,18
Cc000167,1,2,1,7,2,1,5,0,2,10
Cc000168,26,24,19,22,14,2,6,25,3,43
Cc000169,12,14,14,18,4,14,40,20,51,29
Cc000170,3,6,7,7,2,15,13,18,13,16
Cc000171,0,0,0,0,0,2,0,0,0,1
Cc000172,10,8,8,24,3,8,13,25,9,21
Cc000173,54,55,35,242,23,1,151,7,54,324
Cc000174,10,20,16,14,11,53,15,17,10,20
Cc000175,2,3,1,0,0,0,33,2,4,15
Cc000176,4,5,5,8,8,14,36,24,21,25
Cc000177,11,18,8,24,8,63,112,36,49,52
Cc000178,53,45,51,84,30,266,173,113,135,154
Cc000179,2,1,0,2,1,15,0,1,2,8
Cc000180,19,23,28,38,40,35,47,84,29,73
Cc000181,12,14,7,12,20,10,5,29,25,15
Cc000182,5,7,1,10,4,19,26,4,4,14
Cc000183,0,0,0,0,0,0,0,1,0,0
Cc000184,11,11,14,19,10,32,42,13,9,23
Cc000185,1,0,1,5,0,2,2,1,4,7
Cc000186,11,21,18,16,5,7,15,51,65,38
Cc000187,3,1,2,4,2,2,9,2,7,1
Cc000188,38,61,60,42,16,49,39,90,42,98
Cc000189,56,63,90,95,33,88,275,167,95,131
Cc000190,51,29,24,46,8,19,29,33,6,51
Cc000191,6,9,10,17,2,35,19,8,8,28
Cc000192,3,5,2,4,3,2,5,2,10,4
Cc000193,1,0,1,4,0,0,3,0,5,3
Cc000194,0,0,0,1,1,0,0,2,0,1
Cc000195,2,6,2,9,17,0,4,4,2,9
Cc000196,3,3,0,1,0,7,0,4,1,3
Cc000197,2,0,2,5,2,2,1,14,3,9
Cc000198,4,3,3,8,3,9,27,13,11,14
Cc000199,10,6,9,45,16,6,10,15,12,26
Cc000200,180,187,135,273,206,180,368,495,279,477
Cc000201,29,37,22,35,22,41,53,77,82,71
Cc000202,10,20,13,30,8,19,22,26,11,49
Cc000203,3,5,3,15,15,2,1,7,7,9
Cc000204,20,14,13,17,3,10,5,64,15,30
Cc000205,6,7,3,6,1,3,15,6,7,9
Cc000206,15,6,15,34,12,12,24,20,14,32
Cc000207,0,0,1,3,0,1,2,2,5,3
Cc000208,0,1,7,0,0,0,2,0,2,1
Cc000209,44,70,65,85,35,307,252,297,194,214
Cc000210,0,4,1,1,0,3,1,2,10,7
Cc000211,3,0,1,1,1,0,2,0,2,0
Cc000212,7,13,4,34,63,6,37,25,12,25
Cc000213,10,12,11,19,25,18,11,33,9,29
Cc000214,5,3,8,30,14,3,12,13,27,43
Cc000215,0,0,1,0,0,0,0,0,0,0
Cc000216,0,0,0,0,0,0,0,0,0,1
Cc000217,0,0,0,0,0,0,0,0,0,0
Cc000218,34,37,35,104,28,45,94,78,114,70
Cc000219,0,0,1,0,0,0,0,0,6,5
Cc000220,1,0,4,0,2,5,3,5,1,8
Cc000221,0,0,1,1,1,4,2,3,2,4
Cc000222,0,0,0,0,0,0,0,0,0,0
Cc000223,20,10,20,42,33,17,38,40,44,68
Cc000224,1503,1675,1805,3799,1147,120,2123,1821,2294,2822
Cc000225,4,1,0,15,2,4,1,17,1,6
Cc000226,0,0,0,0,0,0,0,1,0,0
Cc000227,1,4,1,19,5,1,7,1,8,7
Cc000228,5,9,0,15,1,0,17,11,23,15
Cc000229,27,47,12,82,67,1,35,21,40,67
Cc000230,22,27,57,55,9,40,44,117,39,72
Cc000231,0,0,3,0,0,0,0,2,0,0
Cc000232,46,35,36,77,26,59,47,115,97,75
Cc000233,48,42,46,40,12,104,87,88,21,65
Cc000234,31,35,34,28,42,39,76,82,70,102
Cc000235,3,7,3,9,2,5,10,10,18,14
Cc000236,5,0,0,2,0,1,0,1,0,4
Cc000237,7,6,12,22,20,93,31,59,82,25
Cc000238,1,2,5,18,5,1,2,8,2,13
Cc000239,64,46,49,98,60,54,56,100,101,135
Cc000240,0,0,1,0,2,4,0,1,0,1
Cc000241,18,32,24,78,61,43,52,69,45,63
Cc000242,9,12,6,18,12,36,29,35,27,16
Cc000243,0,0,0,1,4,49,0,0,0,1
Cc000244,12,24,19,41,18,0,33,9,62,46
Cc000245,12,31,20,1,1,0,3,4,1,1
Cc000246,13,20,20,19,23,11,22,32,12,28
Cc000247,126,106,109,286,138,200,315,191,125,228
Cc000248,1,2,0,0,0,3,1,12,2,2
Cc000249,19,40,35,99,26,41,216,70,39,79
Cc000250,65,72,77,143,48,3,72,154,87,89
Cc000251,8,4,9,15,12,34,51,31,9,53
Cc000252,24,20,15,36,3,24,61,68,6,40
Cc000253,1,6,1,5,8,3,0,14,6,6
Cc000254,17,25,18,71,24,17,103,40,44,41
Cc000255,35,37,38,47,15,88,61,126,95,111
Cc000256,15,21,11,19,13,29,15,43,14,29
Cc000257,1,0,0,1,2,1,0,4,2,2
Cc000258,6,4,2,13,5,5,42,8,10,21
Cc000259,4,14,5,14,0,12,41,12,9,5
Cc000260,25,39,15,116,30,46,39,44,30,70
Cc000261,57,69,44,280,242,108,150,89,91,250
Cc000262,20,18,8,53,21,30,38,20,34,76
Cc000263,15,20,15,50,51,89,64,24,11,59
Cc000264,5,1,3,11,2,4,2,9,4,9
Cc000265,27,46,39,26,23,106,58,94,80,51
Cc000266,6,8,4,0,0,16,17,14,20,21
Cc000267,5,9,9,7,1,19,4,29,3,12
Cc000268,7,14,8,19,1,24,16,19,16,18
Cc000269,15,16,10,72,38,14,33,29,50,71
Cc000270,2,2,2,2,5,13,1,9,5,10
Cc000271,0,0,0,0,0,0,0,0,1,1
Cc000272,2,10,1,0,1,0,0,6,16,6
Cc000273,11,8,15,22,15,13,24,26,17,44
Cc000274,5,19,10,22,2,9,21,14,7,34
Cc000275,0,0,0,0,0,1,0,0,0,0
Cc000276,3,1,1,2,2,0,1,3,2,0
Cc000277,0,2,2,6,1,5,5,8,3,2
Cc000278,18,16,10,17,13,14,11,57,68,54
Cc000279,11,21,18,33,2,40,16,54,37,57
Cc000280,19,15,9,53,12,76,85,42,53,94
Cc000281,4,13,3,11,11,7,15,37,5,6
Cc000282,0,0,0,0,0,0,1,0,0,0
Cc000283,6,20,7,21,10,1,47,22,27,42
Cc000284,0,1,0,2,1,0,1,9,2,8
Cc000285,0,0,0,0,1,2,0,0,0,0
Cc000286,5,0,5,4,3,4,8,9,7,8
Cc000287,0,1,1,4,0,0,3,5,11,10
Cc000288,0,0,5,0,1,0,4,6,3,14
Cc000289,52,50,77,47,9,75,76,169,35,102
Cc000290,0,1,2,2,1,1,1,4,2,3
Cc000291,16,11,8,32,9,13,22,22,29,23
Cc000292,1,1,0,7,44,59,0,10,12,4
Cc000293,0,0,0,0,0,0,0,2,1,1
Cc000294,0,1,0,0,0,2,0,1,0,0
Cc000295,0,0,0,0,0,0,0,1,1,0
Cc000296,57,56,42,79,36,57,138,102,81,107
Cc000297,85,82,37,395,168,63,80,47,79,408
Cc000298,7,7,2,11,13,85,0,12,5,16
Cc000299,8,11,9,24,13,15,11,13,30,15
Cc000300,1,0,1,0,0,0,0,2,3,4
Cc000301,5,6,3,15,5,0,6,138,3,12
Cc000302,15,25,21,13,20,50,7,35,22,74
Cc000303,7,9,9,16,10,10,13,13,26,9
Cc000304,38,29,16,98,68,10,28,23,14,124
Cc000305,22,27,20,29,10,47,27,42,71,61
Cc000306,7,3,13,19,21,13,44,36,22,29
Cc000307,20,23,25,21,16,29,24,55,27,28
Cc000308,7,11,9,10,1,17,4,17,39,11
Cc000309,5,13,5,31,6,15,7,11,17,32
Cc000310,5,3,4,6,11,6,3,15,13,7
Cc000311,3,2,5,7,0,2,0,2,1,6
Cc000312,0,5,2,7,3,7,1,15,0,4
Cc000313,1,0,0,0,3,1,0,0,1,2
Cc000314,39,40,37,116,77,100,95,50,55,114
Cc000315,48,56,33,66,28,56,53,130,63,112
Cc000316,64,59,68,55,71,117,77,121,49,91
Cc000317,1,8,8,16,1,4,0,9,1,4
Cc000318,1,3,2,9,6,1,0,5,2,2
Cc000319,28,27,28,25,9,34,11,30,17,48
Cc000320,1,0,0,1,0,2,0,0,0,0
Cc000321,29,36,25,95,54,100,75,65,45,85
Cc000322,29,38,28,197,131,47,73,48,49,141
Cc000323,0,0,0,0,0,0,0,0,0,0
Cc000324,0,0,0,0,0,0,0,0,0,0
Cc000325,14,16,14,14,4,15,21,32,15,36
Cc000326,77,110,108,119,59,162,315,160,113,159
Cc000327,3,0,0,3,6,0,0,0,7,3
Cc000328,4,7,14,19,14,16,10,21,12,34
Cc000329,0,0,0,1,1,0,0,2,0,0
Cc000330,4,11,1,3,0,5,0,17,1,14
Cc000331,17,31,19,21,9,31,27,25,29,16
Cc000332,6,5,3,27,17,10,7,24,24,36
Cc000333,8,2,4,3,5,27,1,11,6,13
Cc000334,0,0,1,0,3,6,0,1,0,3
Cc000335,33,32,36,63,28,51,70,83,36,77
Cc000336,0,0,0,1,1,1,0,0,1,0
Cc000337,0,0,0,0,0,3,0,1,0,1
Cc000338,14,32,11,51,55,27,88,54,53,37
Cc000339,138,157,213,186,58,331,403,597,228,488
Cc000340,31,25,27,80,63,55,89,79,34,123
Cc000341,0,0,1,0,0,1,0,0,0,0
Cc000342,4,4,4,16,13,10,16,6,4,7
Cc000343,9,12,5,0,3,28,8,20,1,19
Cc000344,4,1,1,1,0,1,4,5,0,11
Cc000345,196,279,160,94,9,468,236,177,192,349
Cc000346,2,2,4,7,0,6,0,13,8,12
Cc000347,27,32,26,27,3,41,57,33,18,50
Cc000348,2,2,2,17,3,2,9,6,3,14
Cc000349,0,1,1,7,7,0,0,0,1,6
Cc000350,4,8,4,10,0,7,7,12,11,13
Cc000351,3,4,7,5,7,4,7,10,15,12
Cc000352,1,0,0,3,0,6,13,7,2,10
Cc000353,4,5,7,0,0,2,0,3,1,2
Cc000354,57,82,70,173,66,108,225,168,128,160
Cc000355,38,28,21,33,35,60,136,57,27,43
Cc000356,0,0,0,0,1,0,0,0,1,1
Cc000357,6,11,3,12,23,7,9,12,12,23
Cc000358,2,7,3,11,3,8,25,15,3,33
Cc000359,1,7,6,5,0,3,14,9,1,10
Cc000360,2,0,2,6,1,5,1,2,4,5
Cc000361,8,17,6,13,29,13,4,12,10,37
Cc000362,1,0,0,0,0,0,0,1,0,1
Cc000363,1,2,7,0,2,19,6,12,5,11
Cc000364,5,4,6,9,3,104,5,49,10,26
Cc000365,7,4,0,2,10,3,0,1,2,3
Cc000366,0,0,0,0,2,0,5,0,0,0
Cc000367,1,0,0,1,0,30,5,4,0,4
Cc000368,0,0,0,0,0,0,0,0,1,0
Cc000369,0,0,0,0,0,0,0,0,0,0
Cc000370,6,5,5,10,4,9,7,6,5,11
Cc000371,10,16,13,25,3,44,26,43,36,56
Cc000372,3,8,3,7,2,7,3,4,3,11
Cc000373,16,18,19,17,3,25,4,27,6,36
Cc000374,12,15,8,39,16,3,6,16,6,27
Cc000375,15,32,12,8,12,13,13,39,28,50
Cc000376,73,68,89,95,18,281,220,214,219,204
Cc000377,2,3,0,5,1,49,0,5,4,5
Cc000378,60,58,50,263,192,99,209,120,113,189
Cc000379,0,0,1,4,0,19,30,37,2,5
Cc000380,1,4,2,15,5,10,2,1,2,10
Cc000381,46,41,58,99,67,75,106,86,41,107
Cc000382,10,13,4,8,11,24,9,18,11,29
Cc000383,26,26,22,9,6,99,29,27,25,88
Cc000384,2,2,0,2,0,5,0,2,1,7
Cc000385,0,2,2,7,0,1,0,1,0,6
Cc000386,36,32,32,54,17,56,76,82,67,78
Cc000387,10,4,7,9,3,5,13,14,10,15
Cc000388,0,5,0,2,1,13,0,10,2,8
Cc000389,0,0,0,0,0,0,0,0,0,1
Cc000390,2,5,1,3,1,2,0,1,1,11
Cc000391,0,0,0,0,0,0,0,0,0,0
Cc000392,2,6,5,20,11,4,7,8,4,17
Cc000393,0,0,0,0,0,0,0,0,0,0
Cc000394,0,0,0,0,0,0,0,0,0,0
Cc000395,0,1,2,8,3,2,0,3,1,3
Cc000396,0,0,0,0,0,0,0,0,0,0
Cc000397,14,12,18,31,14,14,30,70,55,28
Cc000398,22,32,35,40,12,77,26,51,48,47
Cc000399,63,59,73,91,64,109,105,153,61,139
Cc000400,6,12,11,15,2,12,15,15,27,14
Cc000401,5,13,9,24,3,25,11,2,6,34
Cc000402,69,70,68,103,46,101,140,142,145,141
Cc000403,1,0,1,4,3,6,3,4,0,5
Cc000404,9,16,6,47,18,26,43,18,37,28
Cc000405,0,0,0,0,0,0,0,0,1,1
Cc000406,25,19,26,30,18,32,37,37,46,44
Cc000407,0,0,0,0,0,0,0,0,0,0
Cc000408,1028,1240,1945,3201,917,1162,3247,3111,3071,3875
Cc000409,5,7,17,6,8,5,9,17,28,21
Cc000410,11,29,20,0,0,0,0,0,1,0
Cc000411,36,55,28,70,32,26,24,74,28,112
Cc000412,17,4,6,19,12,17,15,7,9,35
Cc000413,250,178,139,607,227,336,373,185,220,1127
Cc000414,0,5,2,5,3,5,0,9,9,6
Cc000415,0,0,0,0,1,0,1,5,0,2
Cc000416,2,0,1,2,1,21,3,1,2,10
Cc000417,9,11,8,23,24,2,4,10,13,24
Cc000418,35,41,39,101,20,70,136,107,100,125
Cc000419,0,3,7,13,0,5,2,7,8,11
Cc000420,1,2,1,2,9,2,0,2,9,3
Cc000421,79,72,63,125,102,29,103,169,136,114
Cc000422,0,0,0,0,0,0,0,0,0,0
Cc000423,5,7,7,23,2,3,4,12,27,21
Cc000424,0,0,0,0,0,0,0,1,0,2
Cc000425,3,1,1,3,0,3,3,1,5,2
Cc000426,85,136,137,104,296,6,234,36,218,138
Cc000427,7,3,7,3,4,5,2,16,1,12
Cc000428,5,8,9,54,30,8,26,25,22,81
Cc000429,1,2,1,8,1,5,6,7,2,10
Cc000430,6,8,10,24,12,15,5,37,7,33
Cc000431,56,59,68,62,109,82,192,164,92,135
Cc000432,9,15,14,55,21,8,35,22,41,30
Cc000433,13,16,13,33,6,38,43,46,37,48
Cc000434,0,0,0,0,0,208,0,0,0,0
Cc000435,57,58,59,60,24,122,161,190,91,146
Cc000436,4,11,3,9,8,9,4,7,2,10
Cc000437,0,0,0,3,4,0,1,1,2,4
Cc000438,1,0,0,9,9,5,5,7,4,11
Cc000439,1,0,0,0,1,0,0,0,0,0
Cc000440,0,0,0,0,6,2,0,8,2,1
Cc000441,35,23,35,44,9,16,25,66,19,74
Cc000442,3,3,3,3,0,3,14,5,3,12
Cc000443,4,5,1,26,13,2,7,3,6,12
Cc000444,79,91,110,117,40,153,281,200,149,161
Cc000445,11,17,13,27,12,20,66,21,21,24
Cc000446,52,81,74,427,119,14,105,113,167,330
Cc000447,9,6,10,20,21,18,19,15,28,37
Cc000448,17,20,15,102,33,10,106,28,26,52
Cc000449,17,19,14,24,13,10,71,30,16,35
Cc000450,0,0,0,3,1,3,0,2,0,2
Cc000451,2,9,3,14,4,12,10,11,11,8
Cc000452,4,3,1,4,6,0,3,7,2,9
Cc000453,2,4,2,0,1,4,0,5,5,4
Cc000454,53,52,67,384,118,102,257,180,188,325
Cc000455,24,41,11,36,16,32,26,51,44,59
Cc000456,34,45,52,42,11,100,23,104,44,93
Cc000457,42,40,52,67,32,173,166,101,52,103
Cc000458,31,30,26,21,12,20,34,91,30,46
Cc000459,77,87,85,200,123,90,156,181,172,175
Cc000460,14,19,9,53,41,25,34,26,25,49
Cc000461,19,32,14,31,29,21,30,28,9,24
Cc000462,9,3,6,13,3,8,11,11,4,11
Cc000463,49,60,23,78,60,37,29,45,29,89
Cc000464,2,3,1,2,3,20,4,8,22,4
Cc000465,14,25,18,126,78,57,80,63,51,97
Cc000466,9,1,9,73,22,10,81,260,30,77
Cc000467,0,0,0,0,0,2,0,2,0,0
Cc000468,5,1,2,18,6,8,5,9,6,10
Cc000469,0,0,0,1,0,0,0,1,0,0
Cc000470,5,7,7,42,11,20,15,9,19,39
Cc000471,6,9,1,5,5,6,0,0,0,16
Cc000472,7,12,8,9,12,8,1,29,10,29
Cc000473,7,6,1,37,31,5,13,11,5,25
Cc000474,11,27,23,129,35,56,70,31,27,89
Cc000475,19,29,21,18,29,23,22,33,13,28
Cc000476,0,0,0,0,0,4,0,0,1,1
Cc000477,0,0,0,0,0,0,0,1,2,2
Cc000478,1,10,4,6,2,13,1,9,6,13
Cc000479,4,0,0,1,0,2,3,5,0,0
Cc000480,0,0,0,0,0,0,0,0,0,0
Cc000481,22,32,27,32,11,27,54,44,25,35
Cc000482,8,12,6,3,2,20,9,9,2,4
Cc000483,14,17,16,43,17,34,21,21,27,30
Cc000484,11,9,16,23,3,35,1,22,8,17
Cc000485,2,1,0,2,10,19,0,3,0,2
Cc000486,3,1,4,7,5,41,1,27,18,3
Cc000487,1287,1228,1019,2378,669,496,1935,1356,1202,2337
Cc000488,8,6,12,49,11,11,23,28,19,34
Cc000489,0,0,3,0,0,0,0,2,0,1
Cc000490,5,7,5,11,18,14,5,5,11,11
Cc000491,0,0,0,0,1,129,5,40,0,1
Cc000492,28,36,23,35,3,0,8,31,34,59
Cc000493,26,9,23,61,25,32,41,42,30,44
Cc000494,3,11,5,15,1,10,10,36,6,21
Cc000495,1,0,1,2,3,0,2,0,2,3
Cc000496,1,5,5,0,2,0,1,3,7,1
Cc000497,23,16,19,77,31,12,40,37,34,45
Cc000498,0,0,0,1,0,1,0,0,2,0
Cc000499,12,26,21,15,15,21,15,45,17,55
Cc000500,3,2,3,13,3,8,14,11,6,19
Cc000501,0,0,1,2,0,0,1,6,0,1
Cc000502,52,62,101,113,63,172,101,283,62,248
Cc000503,17,27,18,11,9,45,42,72,20,32
Cc000504,42,32,33,14,17,63,38,87,33,73
Cc000505,4,4,2,5,14,3,38,13,6,14
Cc000506,42,68,66,41,17,86,80,135,61,75
Cc000507,18,14,20,16,7,38,39,49,24,38
Cc000508,28,31,28,18,4,13,84,46,18,44
Cc000509,5,6,4,8,7,5,13,9,30,10
Cc000510,12,17,26,69,25,19,87,29,19,46
Cc000511,0,0,0,0,0,0,0,0,0,0
Cc000512,2,7,7,26,30,13,35,42,23,23
Cc000513,5,4,4,9,0,11,0,15,1,10
Cc000514,6,10,11,3,25,5,23,11,21,12
Cc000515,2,1,1,7,1,0,3,3,0,1
Cc000516,12,13,20,44,44,26,56,17,38,35
Cc000517,49,46,46,82,27,76,95,66,16,112
Cc000518,8,8,10,8,12,15,20,14,12,22
Cc000519,4,5,7,15,6,20,11,25,8,29
Cc000520,5,10,1,5,6,1,0,6,9,11
Cc000521,10,12,14,13,14,12,7,25,21,17
Cc000522,1,1,0,1,0,2,4,2,0,0
Cc000523,9,20,26,30,24,30,48,66,41,35
Cc000524,10,18,12,43,32,23,18,38,18,30
Cc000525,140,183,196,124,28,153,224,339,116,361
Cc000526,16,14,18,36,16,25,33,33,31,74
Cc000527,19,25,28,57,22,29,57,54,59,43
Cc000528,3,2,2,12,1,2,5,0,4,10
Cc000529,0,0,0,0,0,0,1,0,1,1
Cc000530,0,0,0,4,16,22,8,9,1,4
Cc000531,0,0,0,0,1,3,0,0,0,0
Cc000532,0,0,0,0,0,0,0,0,0,0
Cc000533,18,15,12,105,28,0,112,46,34,98
Cc000534,1,0,0,1,0,5,0,13,6,2
Cc000535,39,62,46,187,78,87,222,122,146,210
