gene_name,Inter_16,Inter_17,Inter_18,Mature_25,Mature_26,Early_01,Early_02,Early_03,Early_04,Early_0A
Cc019729,0,0,0,0,0,2,0,0,0,0
Cc019730,5,4,4,14,14,7,6,16,5,17
Cc019731,4,1,6,15,6,39,10,17,21,21
Cc019732,3,2,4,10,0,6,10,3,0,4
Cc019733,12,9,16,11,3,9,9,23,28,30
Cc019734,0,0,2,1,0,1,0,8,1,7
Cc019735,4,17,16,25,11,12,19,8,15,22
Cc019736,4,3,5,14,15,7,10,14,9,8
Cc019737,30,28,20,67,22,133,34,55,40,86
Cc019738,71,81,146,53,15,233,43,184,31,529
Cc019739,16,27,27,34,12,18,55,24,30,36
Cc019740,20,9,14,10,6,33,5,25,18,36
Cc019741,36,23,41,40,18,49,51,104,81,73
Cc019742,132,157,120,185,95,195,159,330,213,321
Cc019743,13,12,12,22,19,18,22,28,19,32
Cc019744,23,23,21,32,7,47,24,49,37,49
Cc019745,25,41,13,50,17,17,12,43,19,37
Cc019746,128,126,113,237,98,208,212,265,238,314
Cc019747,6,5,10,9,6,13,7,14,7,14
Cc019748,0,1,1,1,0,4,0,2,0,4
Cc019749,0,0,0,1,0,0,1,0,0,0
Cc019750,31,29,15,23,5,75,13,25,5,25
Cc019751,5,7,3,21,3,30,10,4,11,20
Cc019752,13,14,14,26,18,11,21,13,48,29
Cc019753,9,18,17,16,16,61,33,40,12,33
Cc019754,36,48,26,201,43,22,80,79,63,168
Cc019755,0,3,1,4,0,15,0,6,2,8
Cc019756,3,10,7,35,2,17,30,22,6,39
Cc019757,5,3,0,5,6,6,0,1,6,4
Cc019758,5,2,4,0,0,1,3,4,3,5
Cc019759,3,5,0,2,8,12,1,9,3,11
Cc019760,5,3,10,3,1,8,2,15,22,9
Cc019761,5,1,4,6,7,2,2,5,6,4
Cc019762,9,8,9,14,20,15,19,10,12,18
Cc019763,15,10,8,17,6,19,6,3,23,27
Cc019764,69,74,43,105,15,2,97,69,48,138
Cc019765,5,11,13,44,4,11,42,20,24,30
Cc019766,22,41,22,51,17,27,28,50,58,42
Cc019767,24,18,10,156,189,6,46,22,66,87
Cc019768,6,4,4,37,1,1,4,2,3,7
Cc019769,8,26,9,19,9,22,43,12,13,29
Cc019770,1,3,0,1,2,2,2,3,0,1
Cc019771,1,2,2,3,2,4,4,14,0,12
Cc019772,48,72,56,68,25,94,84,84,88,89
Cc019773,78,93,95,175,93,81,228,192,129,204
Cc019774,0,2,1,14,12,1,7,9,7,25
Cc019775,4,17,9,20,2,15,21,44,6,30
Cc019776,1,1,6,6,3,7,9,15,7,14
Cc019777,17,37,18,118,74,2,48,28,22,71
Cc019778,2,3,2,7,10,0,2,0,2,10
Cc019779,1,3,1,2,0,4,2,6,3,5
Cc019780,25,22,24,45,11,52,99,58,32,79
Cc019781,12,16,13,30,10,30,15,19,25,40
Cc019782,16,5,3,9,6,9,4,18,9,15
Cc019783,0,0,0,0,0,0,0,0,0,0
Cc019784,1,0,0,0,0,0,0,0,0,0
Cc019785,25,30,15,77,57,25,38,38,36,60
Cc019786,18,30,14,151,45,144,40,47,51,133
Cc019787,3,0,1,16,4,8,3,14,3,13
Cc019788,0,0,0,0,0,2,0,0,0,0
Cc019789,7,2,13,2,2,10,0,18,10,19
Cc019790,0,0,0,0,0,0,0,0,0,0
Cc019791,32,51,34,79,15,39,48,54,83,74
Cc019792,10,6,5,23,3,14,19,11,19,21
Cc019793,98,141,118,92,37,504,230,180,119,252
Cc019794,6,2,5,18,1,6,17,18,8,9
Cc019795,49,27,17,50,9,114,34,88,78,144
Cc019796,1,4,0,0,0,0,1,0,0,1
Cc019797,2,2,5,11,9,4,14,7,15,11
Cc019798,0,5,2,6,4,4,6,2,2,18
Cc019799,0,1,1,3,1,42,4,60,7,17
Cc019800,16,19,12,29,24,28,9,25,5,42
Cc019801,0,0,0,0,0,0,0,0,0,0
Cc019802,4,2,1,0,8,0,0,0,2,3
Cc019803,0,1,0,0,0,0,0,0,0,0
Cc019804,3,0,0,6,1,0,0,0,0,0
Cc019805,6,2,2,6,1,1,6,3,1,10
Cc019806,12,8,6,57,16,4,8,16,27,31
Cc019807,2,7,20,19,4,0,37,16,16,22
Cc019808,0,0,0,0,0,0,0,0,0,0
Cc019809,38,53,55,34,29,88,199,166,61,123
Cc019810,3,5,4,8,2,12,17,12,3,11
Cc019811,5,2,0,1,2,2,0,4,2,6
Cc019812,132,64,88,147,479,0,20,154,161,62
Cc019813,0,1,0,3,1,1,2,0,0,1
Cc019814,20,7,20,17,7,12,13,62,21,33
Cc019815,29,30,35,57,42,20,36,43,37,82
Cc019816,0,1,0,4,1,0,0,0,0,3
Cc019817,1,2,3,3,0,1,0,0,0,1
Cc019818,1,0,0,3,4,0,1,0,2,0
Cc019819,2,3,4,13,4,3,16,8,5,20
Cc019820,9,7,19,37,3,18,27,25,55,35
Cc019821,3,2,5,8,8,21,16,26,41,16
Cc019822,91,100,54,608,255,87,165,92,94,433
Cc019823,1,7,4,0,1,7,3,7,4,1
Cc019824,27,30,28,22,8,40,28,63,64,51
Cc019825,22,18,16,2,4,50,0,25,12,13
Cc019826,4,5,3,17,3,8,1,6,5,9
Cc019827,0,0,0,0,0,0,0,1,0,0
Cc019828,0,1,0,0,0,0,0,0,0,0
Cc019829,5,7,2,1,9,16,3,13,5,8
Cc019830,2,2,1,0,3,6,1,0,1,8
Cc019831,18,7,13,10,6,34,82,31,36,22
Cc019832,8,1,4,14,36,0,0,0,28,2
Cc019833,9,7,3,35,5,5,9,11,13,47
Cc019834,6,4,3,1,3,2,2,0,1,11
Cc019835,24,19,9,69,67,10,29,47,52,105
Cc019836,0,0,0,1,0,0,1,0,0,3
Cc019837,1,0,1,15,7,1,7,7,8,6
Cc019838,2,4,0,3,2,0,1,2,3,10
Cc019839,1,4,3,1,1,2,0,13,1,6
Cc019840,99,117,252,130,12,261,71,393,332,238
Cc019841,15,6,7,11,2,11,10,13,13,26
Cc019842,0,0,0,0,0,0,0,0,0,0
Cc019843,77,72,73,94,28,84,125,147,132,168
Cc019844,67,63,62,88,37,57,134,113,85,141
Cc019845,4,6,5,18,17,26,3,10,8,24
Cc019846,15,10,8,65,5,66,77,55,34,61
Cc019847,8,17,11,33,28,13,21,12,35,39
Cc019848,10,9,7,18,11,10,10,19,7,17
Cc019849,155,169,147,640,427,301,417,271,239,666
Cc019850,0,2,1,2,2,10,11,9,9,12
Cc019851,10,12,9,9,4,13,11,18,23,18
Cc019852,0,0,0,0,0,0,0,0,0,0
Cc019853,0,0,0,0,0,0,0,2,6,1
Cc019854,0,1,0,0,0,1,0,0,0,1
Cc019855,0,0,0,0,0,0,0,0,0,0
Cc019856,50,57,21,167,128,33,172,55,143,107
Cc019857,182,207,163,231,132,98,308,238,205,338
Cc019858,0,0,0,1,0,0,0,0,0,0
Cc019859,3,1,0,0,1,4,1,2,1,1
Cc019860,0,0,0,0,0,2,1,2,5,1
Cc019861,8,6,1,8,4,4,13,11,4,5
Cc019862,8,3,7,38,2,28,11,92,25,88
Cc019863,15,17,21,37,8,34,46,57,20,47
Cc019864,25,24,27,70,49,30,97,69,27,70
Cc019865,6,0,3,8,7,6,10,12,7,4
Cc019866,22,17,29,32,12,17,48,62,61,49
Cc019867,0,0,0,0,0,0,0,0,0,0
Cc019868,0,0,0,0,0,0,0,1,0,0
Cc019869,0,0,0,0,0,0,0,0,0,0
Cc019870,0,0,0,1,0,0,2,0,1,0
Cc019871,0,1,1,0,1,0,0,2,0,1
Cc019872,0,0,0,0,0,0,0,0,0,0
Cc019873,0,0,0,0,0,0,0,0,0,0
Cc019874,0,0,0,1,0,0,0,0,0,0
Cc019875,5,7,6,28,2,10,4,5,19,17
Cc019876,24,34,47,69,31,57,75,118,107,89
Cc019877,1,4,4,2,3,3,6,8,3,11
Cc019878,4,7,9,5,2,16,3,11,11,25
Cc019879,0,0,0,0,0,2,0,0,1,0
Cc019880,11,16,11,6,20,25,25,27,58,32
Cc019881,5,1,3,3,0,1,7,3,1,4
Cc019882,14,8,13,63,15,28,61,44,54,51
Cc019883,5,7,2,26,11,25,15,13,14,11
Cc019884,0,0,0,8,3,1,1,2,0,1
Cc019885,23,37,49,76,34,115,114,161,62,162
Cc019886,8,12,4,56,13,18,79,60,68,42
Cc019887,0,0,2,2,1,16,1,11,1,11
Cc019888,0,0,0,0,0,0,0,0,0,0
Cc019889,13,19,18,13,6,38,6,33,13,30
Cc019890,2,0,2,2,0,2,1,1,1,4
Cc019891,26,31,29,74,50,53,97,19,19,45
Cc019892,3,5,6,12,0,0,3,4,14,10
Cc019893,0,0,0,0,0,0,0,0,0,0
Cc019894,0,0,0,0,0,0,0,0,0,0
Cc019895,11,13,12,19,11,9,8,19,27,22
Cc019896,0,0,0,0,0,0,0,0,1,0
Cc019897,0,2,1,20,2,0,1,6,6,6
Cc019898,4,8,6,10,7,3,19,15,2,16
Cc019899,35,52,20,26,19,18,4,19,40,41
Cc019900,51,90,57,15,13,34,27,14,8,23
Cc019901,0,0,0,0,0,0,0,0,0,2
Cc019902,0,0,0,0,0,0,0,0,0,0
Cc019903,0,0,0,0,0,0,0,0,0,0
Cc019904,5,1,8,2,4,107,10,39,7,28
Cc019905,38,32,23,152,32,68,86,65,60,146
Cc019906,27,22,17,37,17,42,28,68,39,91
Cc019907,11,7,3,15,2,8,12,11,10,21
Cc019908,0,1,0,3,1,5,0,7,2,3
Cc019909,77,101,65,86,70,102,80,101,107,89
Cc019910,0,0,0,1,0,0,0,1,1,4
Cc019911,12,6,12,7,19,12,31,21,13,18
Cc019912,4,2,9,16,14,17,7,22,20,13
Cc019913,9,10,15,2,0,5,22,29,8,38
Cc019914,22,27,33,71,54,18,49,54,32,62
Cc019915,9,0,0,3,16,0,1,3,6,9
Cc019916,48,63,40,120,53,32,68,82,110,117
Cc019917,8,4,7,12,4,10,2,3,60,12
Cc019918,0,0,0,0,0,0,0,0,1,0
Cc019919,72,78,76,292,76,115,233,190,271,312
Cc019920,10,2,7,8,0,9,50,21,34,42
Cc019921,8,5,7,29,17,5,4,6,12,25
Cc019922,7,9,5,7,17,1,7,10,19,19
Cc019923,3,2,2,16,7,4,4,15,3,25
Cc019924,17,22,16,16,33,74,29,27,29,23
Cc019925,1,0,0,0,0,3,0,0,1,0
Cc019926,0,1,1,0,2,1,1,3,4,8
Cc019927,26,29,50,70,51,59,71,81,39,89
Cc019928,5,2,1,4,3,0,0,2,11,3
Cc019929,0,0,0,0,0,0,0,0,1,0
Cc019930,8,9,4,6,16,6,7,10,11,13
Cc019931,0,0,0,0,0,0,0,0,0,0
Cc019932,0,0,0,0,2,0,0,0,0,1
Cc019933,2,5,7,11,8,6,48,10,3,42
Cc019934,8,4,6,5,1,16,12,3,3,12
Cc019935,3,1,3,2,0,1,12,2,4,3
Cc019936,0,0,0,0,0,0,0,0,0,0
Cc019937,1,2,1,3,0,0,4,0,1,3
Cc019938,0,0,0,0,0,0,0,0,0,1
Cc019939,0,0,0,0,0,0,0,0,0,0
Cc019940,3,3,4,8,0,44,19,41,17,36
Cc019941,0,1,1,0,6,1,2,3,0,0
Cc019942,32,25,18,38,3,10,53,55,42,47
Cc019943,8,11,11,21,9,9,9,23,15,15
Cc019944,4,2,8,2,0,0,78,17,9,17
Cc019945,0,0,0,1,0,0,0,0,0,0
Cc019946,9,12,9,37,15,1,10,7,8,15
Cc019947,0,0,0,0,1,166,8,0,0,0
Cc019948,7,4,5,12,10,10,11,15,13,23
Cc019949,0,0,0,0,0,0,0,0,0,0
Cc019950,0,0,0,0,0,0,0,0,0,0
Cc019951,0,0,0,0,0,1,0,0,0,0
Cc019952,16,25,13,70,33,45,54,53,39,82
Cc019953,0,0,0,0,0,0,0,0,0,0
Cc019954,26,17,13,48,42,53,52,42,21,40
Cc019955,0,0,4,6,0,2,5,12,12,1
Cc019956,11,20,9,91,22,49,10,25,22,66
Cc019957,0,0,0,0,0,0,0,0,0,0
Cc019958,0,0,0,0,0,0,0,1,0,0
Cc019959,1,0,0,2,1,0,6,9,3,11
Cc019960,70,56,64,69,31,113,126,123,133,127
Cc019961,8,5,13,30,6,31,12,19,24,46
Cc019962,8,14,14,15,3,5,2,23,14,36
Cc019963,0,0,0,0,1,5,2,4,0,7
Cc019964,0,0,0,0,0,0,0,0,0,1
Cc019965,0,0,0,0,0,1,3,0,2,1
Cc019966,1,2,2,7,1,17,3,7,8,13
Cc019967,0,4,3,1,2,15,1,2,6,8
Cc019968,0,0,0,0,0,0,0,0,0,0
Cc019969,1,3,1,1,0,2,3,2,0,1
Cc019970,0,0,0,0,0,0,0,0,0,0
Cc019971,11,2,5,8,3,3,18,8,6,13
Cc019972,0,0,0,0,0,0,1,0,1,0
Cc019973,0,0,0,0,0,0,0,0,0,0
Cc019974,27,48,45,17,21,40,130,93,47,78
Cc019975,0,0,0,0,0,15,1,2,0,0
Cc019976,33,29,30,119,26,290,138,53,52,138
Cc019977,0,0,0,0,0,0,0,0,0,0
Cc019978,0,0,0,0,0,1,0,0,0,0
Cc019979,0,0,0,0,0,0,0,0,0,0
Cc019980,16,35,27,41,23,70,25,73,26,50
Cc019981,25,30,33,54,37,39,101,41,19,46
Cc019982,0,1,0,0,0,0,0,0,0,1
Cc019983,6,9,7,28,9,12,30,8,16,20
Cc019984,22,22,17,64,41,12,22,45,25,64
Cc019985,0,0,0,1,3,3,1,1,1,0
Cc019986,0,0,1,0,0,1,2,0,1,1
Cc019987,2,6,1,4,3,0,0,0,0,3
Cc019988,10,5,16,14,2,13,1,36,16,19
Cc019989,5,3,7,14,8,11,46,28,26,16
Cc019990,11,9,4,6,5,1,10,10,29,5
Cc019991,13,22,19,58,35,13,27,55,32,78
Cc019992,16,19,15,33,18,12,33,35,26,34
Cc019993,2,6,2,12,19,3,5,1,0,9
Cc019994,8,16,16,48,31,29,42,30,29,53
Cc019995,7,10,4,29,13,16,18,17,23,27
Cc019996,3,4,5,1,3,0,2,13,12,15
Cc019997,11,19,21,7,8,4,173,27,11,21
Cc019998,0,0,0,2,1,1,3,1,0,0
Cc019999,1,1,3,10,10,0,1,8,3,12
Cc020000,0,0,0,0,0,0,29,2,0,0
Cc020001,10,12,8,22,9,58,19,19,54,35
Cc020002,5,8,2,35,24,0,3,5,9,17
Cc020003,0,0,0,0,0,0,0,0,0,0
Cc020004,17,9,14,35,21,19,29,57,65,56
Cc020005,17,12,28,59,14,41,77,55,63,53
Cc020006,33,38,48,42,10,90,132,88,156,77
Cc020007,9,9,3,28,19,15,39,21,20,18
Cc020008,54,61,54,73,29,76,130,139,74,144
Cc020009,0,0,0,0,0,0,0,0,0,0
Cc020010,80,100,83,203,88,185,165,115,143,166
Cc020011,4,11,10,13,3,17,7,23,15,13
Cc020012,255,283,399,621,161,734,479,572,400,770
Cc020013,97,105,78,134,80,156,191,106,140,110
Cc020014,353,391,362,577,202,685,756,563,456,682
Cc020015,36,55,36,139,69,29,94,102,53,169
Cc020016,1,0,0,3,4,5,0,2,0,4
Cc020017,11,14,22,27,10,15,22,44,26,33
Cc020018,56,67,60,234,45,90,92,116,97,302
Cc020019,0,0,0,0,0,0,0,0,0,0
Cc020020,4,4,2,1,5,0,0,0,0,3
Cc020021,0,1,0,0,0,0,0,0,0,0
Cc020022,20,39,51,46,22,107,27,70,74,60
Cc020023,153,140,165,233,117,241,315,446,391,384
Cc020024,6,11,17,20,14,19,36,29,27,36
Cc020025,0,0,0,1,0,0,0,0,0,0
Cc020026,0,0,0,0,0,0,0,0,0,0
Cc020027,18,25,17,30,13,26,23,31,30,64
Cc020028,0,0,2,2,0,0,2,2,0,0
Cc020029,10,7,4,64,58,7,28,37,20,72
Cc020030,11,7,11,16,6,5,13,14,14,15
Cc020031,10,7,8,25,2,9,11,17,10,22
Cc020032,10,14,9,50,25,4,88,20,31,41
Cc020033,1,1,2,0,0,1,1,2,3,5
Cc020034,3,1,3,13,3,2,56,11,22,32
Cc020035,2,3,0,14,2,3,12,1,3,12
Cc020036,467,453,314,570,494,553,1018,794,671,681
Cc020037,1,1,0,1,3,0,2,0,0,3
Cc020038,0,0,0,0,0,0,0,0,1,0
Cc020039,2,5,5,5,2,20,5,27,28,23
Cc020040,0,0,0,0,0,0,0,0,0,0
Cc020041,13,19,14,27,15,32,12,41,18,49
Cc020042,0,0,0,0,0,0,0,0,0,0
Cc020043,6,7,3,32,21,13,16,7,7,20
Cc020044,7,2,5,11,3,8,4,9,9,15
Cc020045,5,6,6,7,2,6,11,8,10,8
Cc020046,46,39,30,138,71,37,103,96,79,102
Cc020047,0,0,1,0,0,0,0,0,0,0
Cc020048,15,18,10,31,16,17,18,26,38,35
Cc020049,31,28,33,48,19,58,60,67,66,62
Cc020050,1,3,11,2,1,2,15,6,14,8
Cc020051,18,20,20,66,31,12,53,18,53,57
Cc020052,21,30,18,79,18,37,72,55,76,108
Cc020053,0,0,1,0,0,0,0,0,0,0
Cc020054,57,73,29,466,370,77,118,59,44,369
Cc020055,13,14,19,16,8,34,73,13,15,50
Cc020056,0,0,0,0,0,23,1,0,0,0
Cc020057,45,56,76,112,43,130,244,97,83,82
Cc020058,0,0,0,0,0,0,0,0,0,0
Cc020059,11,18,23,14,6,101,22,39,43,43
Cc020060,89,120,114,82,27,385,170,173,117,151
Cc020061,0,0,0,2,0,7,3,0,5,2
Cc020062,0,0,0,0,0,0,2,0,0,0
Cc020063,45,57,72,223,96,85,127,135,236,186
Cc020064,4,1,1,8,1,21,7,6,3,17
Cc020065,41,60,90,146,101,242,187,358,219,215
Cc020066,0,0,0,0,0,0,0,0,0,0
Cc020067,18,18,14,32,5,24,32,35,13,39
Cc020068,1,1,0,2,0,0,0,0,0,1
Cc020069,10,14,14,11,2,81,10,25,19,36
Cc020070,28,26,25,28,4,35,13,58,16,32
Cc020071,30,35,39,37,13,48,42,65,31,53
Cc020072,0,0,0,0,0,2,0,0,0,1
Cc020073,6,2,6,10,15,9,9,14,12,25
Cc020074,5,6,1,19,24,8,4,21,14,41
Cc020075,1,0,5,12,9,13,8,4,9,17
Cc020076,34,37,37,97,43,20,8,120,26,94
Cc020077,10,9,5,23,10,10,8,10,30,20
Cc020078,7,10,0,11,6,0,0,0,3,18
Cc020079,2,1,0,2,5,2,1,1,4,4
Cc020080,3,4,7,2,0,8,9,0,3,13
Cc020081,29,16,28,8,2,16,58,52,67,41
Cc020082,30,19,39,55,28,54,65,99,64,85
Cc020083,0,0,0,0,0,0,0,0,0,0
Cc020084,0,0,0,0,0,0,0,0,0,0
Cc020085,19,39,39,68,61,45,83,52,51,63
Cc020086,22,12,9,34,11,2,6,4,16,14
Cc020087,11,6,5,7,5,4,8,16,13,9
Cc020088,11,5,7,21,7,23,24,32,43,25
Cc020089,1,5,1,2,2,13,0,1,3,7
Cc020090,0,0,0,0,0,0,0,1,0,0
Cc020091,0,0,0,0,0,0,0,0,0,0
Cc020092,3,6,4,10,12,12,19,28,14,13
Cc020093,0,3,1,2,1,4,6,25,4,6
Cc020094,8,6,5,13,11,9,23,15,9,12
Cc020095,31,33,21,76,79,73,86,47,54,78
Cc020096,0,0,0,0,0,0,0,0,0,0
Cc020097,10,19,13,51,25,9,43,21,45,44
Cc020098,0,2,1,2,0,0,17,4,0,0
Cc020099,1,0,0,0,0,0,0,0,0,0
Cc020100,1,2,5,7,9,155,2,20,3,12
Cc020101,13,13,7,44,117,10,12,3,8,7
Cc020102,45,64,55,242,77,2,72,37,76,291
Cc020103,28,17,35,45,14,37,43,88,81,69
Cc020104,142,155,141,122,106,287,162,202,225,227
Cc020105,16,15,13,20,33,16,29,26,40,33
Cc020106,5,1,3,4,0,2,0,1,10,4
Cc020107,12,16,24,29,14,33,31,53,19,52
Cc020108,26,28,35,10,7,31,27,61,28,54
Cc020109,46,50,19,118,98,16,76,52,43,90
Cc020110,9,24,20,65,24,18,71,55,42,42
Cc020111,8,6,12,20,8,13,39,16,3,29
Cc020112,1,3,0,0,0,7,11,3,0,8
Cc020113,5,6,1,14,11,2,12,9,5,12
Cc020114,3,6,3,10,4,5,14,9,7,19
Cc020115,18,19,19,30,16,37,19,23,18,36
Cc020116,105,109,56,458,218,157,181,120,181,299
Cc020117,6,5,10,9,7,6,13,8,8,13
Cc020118,9,19,25,31,9,22,33,58,23,34
Cc020119,0,1,2,0,0,3,1,3,0,3
Cc020120,6,10,6,5,14,2,15,14,12,23
Cc020121,4,5,3,0,3,4,0,6,17,0
Cc020122,3,0,6,2,3,3,22,9,33,6
Cc020123,0,0,0,0,0,1,0,0,0,0
Cc020124,0,0,0,0,0,0,0,0,0,0
Cc020125,0,0,0,0,0,0,0,0,0,0
Cc020126,9,15,19,57,26,27,34,36,60,46
Cc020127,4,3,1,1,0,3,0,1,1,3
Cc020128,15,10,3,9,2,15,8,26,18,12
Cc020129,1,2,4,4,0,0,1,1,2,2
Cc020130,0,0,0,0,0,0,0,0,0,0
Cc020131,0,6,0,8,2,5,0,1,9,1
Cc020132,0,1,5,0,0,1,3,1,3,0
Cc020133,2,1,2,2,1,2,5,3,4,6
Cc020134,0,0,0,2,0,0,2,1,0,0
Cc020135,3,4,2,3,3,3,8,1,2,3
Cc020136,48,45,47,52,31,55,76,85,90,137
Cc020137,8,1,4,0,1,7,2,5,7,13
Cc020138,8,13,12,22,11,3,5,26,17,19
Cc020139,0,0,0,2,4,18,3,11,5,16
Cc020140,7,11,3,12,9,3,13,3,5,32
Cc020141,8,3,4,9,0,3,5,8,4,12
Cc020142,0,1,2,8,2,2,0,4,5,5
Cc020143,0,1,1,0,0,0,0,0,1,15
Cc020144,14,17,12,28,10,36,17,53,21,36
Cc020145,2,0,1,1,14,2,1,0,17,13
Cc020146,2,1,3,1,0,2,3,1,1,1
Cc020147,3,11,15,17,6,11,28,23,25,32
Cc020148,0,0,0,0,0,0,0,0,0,0
Cc020149,1,5,2,8,4,7,3,7,1,19
Cc020150,0,0,0,16,4,166,11,44,13,9
Cc020151,0,0,0,0,0,1,0,0,0,0
Cc020152,77,83,94,114,65,163,105,255,100,257
Cc020153,2,3,6,11,2,8,3,18,14,21
Cc020154,19,29,23,40,21,41,15,37,13,70
Cc020155,0,0,2,0,1,0,0,1,3,4
Cc020156,62,65,69,187,39,30,211,100,135,144
Cc020157,35,36,17,34,52,47,148,45,121,73
Cc020158,410,504,1019,313,69,871,476,1295,602,1014
Cc020159,0,0,0,0,0,1,0,0,0,0
Cc020160,0,0,0,0,0,0,0,1,0,0
Cc020161,9,6,6,15,8,14,5,22,28,12
Cc020162,0,3,4,7,1,4,3,7,8,7
Cc020163,29,40,41,35,16,129,26,70,44,95
Cc020164,3,6,6,23,22,10,18,10,12,16
Cc020165,5,7,5,2,0,0,0,3,0,0
Cc020166,1,0,0,0,3,0,0,0,0,0
Cc020167,0,0,0,0,0,0,0,0,0,0
Cc020168,0,0,0,0,0,0,0,0,0,0
Cc020169,0,0,0,0,0,0,0,0,0,0
Cc020170,4,1,1,12,2,1,1,6,5,4
Cc020171,0,0,0,0,0,0,0,1,1,0
Cc020172,3,9,5,4,7,21,5,25,47,19
Cc020173,99,91,97,187,125,295,526,188,169,138
Cc020174,3,1,1,14,8,9,3,7,5,9
Cc020175,18,44,27,86,39,272,118,54,48,115
Cc020176,25,35,10,13,5,208,12,29,22,74
Cc020177,11,5,5,32,20,8,9,18,5,31
Cc020178,4,1,2,3,4,3,2,5,4,1
Cc020179,32,40,18,29,18,36,56,64,58,29
Cc020180,2,4,3,5,7,30,8,26,0,12
Cc020181,1,0,0,2,0,0,0,0,1,1
Cc020182,11,14,12,66,28,9,17,11,26,42
Cc020183,11,21,14,85,84,11,38,46,45,95
Cc020184,15,23,14,48,14,15,36,64,38,35
Cc020185,0,0,0,0,0,4,0,3,0,0
Cc020186,0,0,0,0,0,0,0,0,0,0
Cc020187,1,0,1,0,0,0,0,0,0,3
Cc020188,84,111,99,252,123,212,257,224,132,294
Cc020189,8,7,2,7,0,237,22,21,5,3
Cc020190,1,1,1,4,3,3,11,6,3,1
Cc020191,3,3,0,5,9,9,3,9,3,8
Cc020192,7,8,2,20,1,8,6,4,15,12
Cc020193,0,2,0,0,2,1,0,1,0,5
Cc020194,10,9,18,32,18,298,21,100,64,78
Cc020195,8,6,12,22,9,22,14,17,10,34
Cc020196,0,0,0,0,0,0,0,0,0,0
Cc020197,1,0,4,12,1,0,1,10,0,8
Cc020198,3,0,0,1,1,2,0,0,0,2
Cc020199,4,3,0,5,2,37,0,2,2,4
Cc020200,0,1,0,0,0,14,0,5,0,1
Cc020201,0,3,0,1,0,0,0,1,0,0
Cc020202,2,1,0,0,0,1,2,3,16,1
Cc020203,1,0,2,4,0,2,6,0,0,0
Cc020204,0,0,0,0,0,0,0,0,0,0
Cc020205,0,2,0,0,0,0,0,2,0,0
Cc020206,0,1,0,0,0,0,0,1,0,0
Cc020207,0,1,0,0,0,0,0,0,0,0
Cc020208,0,0,0,0,0,0,0,0,0,0
Cc020209,2,0,2,2,0,0,0,0,2,0
Cc020210,0,0,0,0,0,0,0,0,0,0
Cc020211,0,0,0,0,0,0,0,0,0,0
Cc020212,0,1,0,9,0,0,2,1,0,10
Cc020213,0,0,0,1,0,0,1,0,0,1
Cc020214,8,3,5,14,9,9,8,8,8,15
Cc020215,0,0,0,0,0,0,0,0,0,0
Cc020216,0,0,0,0,0,0,0,0,0,0
Cc020217,19,45,26,41,40,32,10,43,18,56
Cc020218,5,8,2,7,7,1,2,8,5,5
Cc020219,1,1,0,2,0,1,1,1,0,2
Cc020220,6,11,11,17,19,33,15,12,5,19
Cc020221,15,9,14,9,0,23,3,11,10,15
Cc020222,1,0,2,1,0,2,3,2,3,5
Cc020223,85,96,81,113,96,106,187,238,169,179
Cc020224,9,13,11,14,5,8,8,14,21,16
Cc020225,3,4,2,7,1,3,7,4,6,6
Cc020226,0,0,0,0,0,1,0,0,0,0
Cc020227,6,6,4,18,3,4,3,6,11,30
Cc020228,19,26,22,40,6,53,48,36,34,52
Cc020229,0,0,0,10,0,0,0,1,0,0
Cc020230,0,0,0,1,0,0,0,1,0,3
Cc020231,2,0,3,0,5,14,0,26,6,11
Cc020232,9,12,11,20,17,8,18,24,20,44
Cc020233,0,0,0,0,0,0,0,0,0,0
Cc020234,18,14,4,20,2,0,3,10,4,27
Cc020235,16,3,13,29,2,19,166,19,48,89
Cc020236,1,0,1,1,0,1,0,0,0,1
Cc020237,0,0,0,0,0,0,0,0,0,0
Cc020238,1,0,0,0,2,0,6,1,1,0
Cc020239,0,0,0,0,0,1,0,0,0,0
Cc020240,3,4,3,6,6,10,3,13,4,8
Cc020241,0,0,0,0,0,0,0,0,0,0
Cc020242,0,0,0,0,0,9,0,1,0,0
Cc020244,54,54,71,294,111,10,172,220,109,396
Cc020245,31,52,41,115,45,49,79,39,59,110
Cc020246,8,6,9,10,5,14,12,9,12,17
Cc020247,0,0,3,0,0,2,0,1,0,0
Cc020248,9,21,12,20,10,27,23,23,16,42
Cc020249,0,0,0,1,0,0,3,4,0,1
Cc020250,3,7,1,4,9,1,2,3,0,6
Cc020251,2,6,5,13,10,0,3,6,6,19
Cc020252,3,5,5,12,3,7,3,20,5,6
Cc020253,20,19,47,30,7,171,51,228,79,102
Cc020254,50,55,44,385,223,115,305,121,128,298
Cc020255,9,7,5,13,7,4,3,10,3,12
Cc020256,9,17,16,39,13,23,16,41,15,40
Cc020257,8,8,4,25,7,20,9,15,12,33
Cc020258,0,0,1,0,0,0,0,0,0,0
Cc020259,4,3,3,9,10,2,0,1,3,13
Cc020260,22,14,18,51,28,65,152,101,41,87
Cc020261,5,10,9,7,6,31,2,27,13,11
Cc020262,20,24,10,46,29,20,88,33,32,34
Cc020263,18,15,20,27,7,12,24,56,30,30
Cc020264,145,123,85,62,130,0,1,18,59,57
